no,n,orbit,members,loops,loop_nodes,rep,rep_edges,rep_weight,es_lo,vc_min,chi_min,es_up,mindeg_g,nodes,edges,selfloops,density,min_degree,max_degree,aspl,aspl_se,diameter,diameter_exactly_known,chi_og
359,8,212,115040,61112,61112,69865836872,10,11,4,4,3,4,4,115040,1131840,61112,0.00017104920613425398,9,24,5.479302297481723,0.0034147354199957087,9,False,11
360,8,205,229680,122112,122112,69865836929,10,11,4,4,3,4,4,229680,2263680,122112,8.582238143705565e-05,18,24,5.931666978696354,0.0029653559148465846,9,False,12
361,8,111,115680,61320,61320,69865836944,10,11,4,4,3,4,4,115680,1133940,61320,0.0001694756332975939,12,24,5.538287295014653,0.00356942110001997,9,False,11
362,8,449,561456,167904,167904,69865837592,10,11,4,4,3,4,4,561456,6087384,167904,3.86215779002861e-05,15,24,6.169440250776999,0.003123852618023745,9,False,12
363,8,352,1111104,331776,331776,69865837700,10,11,4,4,3,4,4,1111104,12128256,331776,1.9648043897283438e-05,21,24,6.545003036622167,0.0019300866922773378,9,False,12
364,8,74,1103328,331776,331776,69865838672,10,11,4,4,3,4,4,1103328,12045312,331776,1.9789697851469048e-05,21,24,6.553819871171466,0.002147187306581948,9,False,12
365,8,339,143643,43108,43108,69865838912,10,11,4,4,3,4,4,143643,1517546,43108,0.0001470977228769212,9,24,5.540715347878754,0.005113650253736004,9,False,12
366,8,394,289728,3504,3504,69881321792,10,11,4,4,3,4,4,289728,3404744,3504,8.112132225013947e-05,21,24,5.4990947754265225,0.0031912699685482772,8,False,13
367,8,456,182016,59520,59520,69881387072,10,11,4,4,3,4,4,182016,1945728,59520,0.00011746145556928296,18,24,5.516502562975579,0.003622162811843497,8,False,12
368,8,350,115040,61112,61112,69932945732,10,11,4,4,3,4,4,115040,1131840,61112,0.00017104920613425398,9,24,5.477780587452951,0.003659750570034886,9,False,11
369,8,526,12861,8742,8742,70133289056,10,11,4,4,3,4,4,12861,107690,8742,0.00130223590603828,9,23,4.702877060653189,0.0052738631310063145,8,False,10
370,8,407,182016,59520,59520,70149806144,10,11,4,4,3,4,4,182016,1945728,59520,0.00011746145556928296,18,24,5.522543581572947,0.0035610215795648854,8,False,13
371,8,65,58354,30952,30952,70201184576,10,11,4,4,3,4,3,58354,568536,30952,0.00033392900675166456,6,24,5.119999108871866,0.0044304477342088,9,False,11
372,8,353,229320,119808,119808,74094547217,10,11,4,4,3,4,4,229320,2259360,119808,8.592775374918528e-05,18,24,5.9358127237603515,0.003042635073656259,9,False,11
373,8,284,229320,119808,119808,74094547988,10,11,4,4,3,4,4,229320,2259360,119808,8.592775374918528e-05,18,24,5.930144375302526,0.0029913115799230904,9,False,11
374,8,37,551232,170208,170208,74094548036,10,11,4,4,3,4,4,551232,6012792,170208,3.9576567212299626e-05,20,24,6.1193506914524045,0.0024636793304966525,9,False,12
375,8,324,364032,115200,115200,74106081860,10,11,4,4,3,4,4,364032,3978000,115200,6.0036704343826054e-05,19,24,5.8145781870225335,0.0027038037109551258,9,False,12
376,8,346,76224,40044,40044,74106085652,10,11,4,4,3,4,4,76224,750282,40044,0.00025827165755947906,16,24,5.253392309407922,0.003524251846995454,8,False,11
377,8,464,74280,40044,40044,74161591553,10,11,4,4,3,4,4,74280,732138,40044,0.0002653902727699941,16,24,5.273976736358864,0.004013770293070484,8,False,11
378,8,364,180000,92304,92304,74161591616,10,11,4,4,3,4,4,180000,1929600,92304,0.00011911177284318247,20,24,5.670800037777988,0.0032298125976888787,8,False,12
379,8,192,1101600,345600,345600,74161852688,10,11,4,4,3,4,4,1101600,12038400,345600,1.984044026031868e-05,21,24,6.553561770662465,0.0021822585870838627,10,False,12
380,8,121,1114560,345600,345600,74161852736,10,11,4,4,3,4,4,1114560,12176640,345600,1.9604282230879127e-05,21,24,6.54132619448589,0.002004983840572263,9,False,12
381,8,225,560316,175440,175440,74173191200,10,11,4,4,2,4,4,560316,6084102,175440,3.875798667047235e-05,15,24,6.165077083426287,0.0032491716755461706,9,False,12
382,8,210,2680392,0,0,74173256768,10,11,4,4,3,4,4,2680392,32129364,0,8.944079696831699e-06,15,24,6.711963885865906,0.002057086053419316,10,False,13
383,8,25,2654400,0,0,74173388288,10,11,4,4,3,4,4,2654400,31818144,0,9.03175742767671e-06,15,24,6.722339805733803,0.00234551044066196,10,False,13
384,8,132,1329900,19278,19278,74173388816,10,11,4,4,3,4,4,1329900,15930807,19278,1.8014828267336164e-05,14,24,6.318675870874404,0.0022886262523587543,9,False,14
385,8,485,30576,16506,16506,345212473412,10,11,4,4,3,4,4,30576,287541,16506,0.0006151522814295855,6,24,4.949494194603434,0.005698359899420449,8,False,11
386,8,441,229752,121536,121536,345212473424,10,11,4,4,3,4,4,229752,2264832,121536,8.581224761714937e-05,18,24,5.931920444307098,0.0029734942797212884,9,False,11
387,8,476,116314,61496,61496,345212473616,10,11,4,4,3,4,3,116314,1137628,61496,0.0001681783238146767,12,24,5.543201834704633,0.0038581410140758423,9,False,11
388,8,201,550440,167816,167816,345212474372,10,11,4,4,3,4,3,550440,6002460,167816,3.962233695124072e-05,12,24,6.1086865810743785,0.0028214693964421305,9,False,12
389,8,530,29266,15506,15506,345212522756,10,11,4,4,3,4,4,29266,282657,15506,0.0006600515331842119,6,24,4.739756603451222,0.0040287504984286415,8,False,11
390,8,489,113904,61848,61848,345212522768,10,11,4,4,3,4,4,113904,1122516,61848,0.0001730407534088185,17,24,5.512908904945436,0.0032282243557078126,8,False,11
391,8,178,1104192,335232,335232,345212523776,10,11,4,4,3,4,4,1104192,12057408,335232,1.9778582047885298e-05,21,24,6.5566141998983865,0.002114026265339954,9,False,12
392,8,258,1101888,346752,346752,348166033478,10,11,4,4,3,4,4,1101888,12042432,346752,1.9836711886372904e-05,21,24,6.55352541685309,0.0021322548020410535,9,False,13
393,8,359,1101888,346752,346752,348166033481,10,11,4,4,3,4,4,1101888,12042432,346752,1.9836711886372904e-05,21,24,6.5573069679558795,0.0020670096860293218,9,False,13
394,8,241,1101888,346752,346752,348166033496,10,11,4,4,3,4,4,1101888,12042432,346752,1.9836711886372904e-05,21,24,6.551822824845016,0.002257283357873092,10,False,12
395,8,158,1101888,346752,346752,348166033541,10,11,4,4,3,4,4,1101888,12042432,346752,1.9836711886372904e-05,21,24,6.552130938108899,0.002179044208908419,9,False,12
396,8,229,563340,175440,175440,348166050848,10,11,4,4,3,4,4,563340,6113694,175440,3.852949222287429e-05,15,24,6.170371295081647,0.0031545208842023715,9,False,13
397,8,349,1107072,346752,346752,348166050944,10,11,4,4,3,4,4,1107072,12097728,346752,1.9741605552887378e-05,21,24,6.550948298708936,0.002069059051132797,9,False,12
398,8,193,563340,175440,175440,348166067216,10,11,4,4,3,4,4,563340,6113694,175440,3.852949222287429e-05,15,24,6.174152357639007,0.0034202847639613117,9,False,12
399,8,331,551880,173624,173624,348166067264,10,11,4,4,3,4,3,551880,6022620,173624,3.954821927006469e-05,12,24,6.107683782133402,0.0029553393970852414,9,False,12
400,8,253,282846,87984,87984,348166557956,10,11,4,4,3,4,4,282846,3061936,87984,7.654689119379604e-05,9,24,5.739154494511128,0.004108586644665823,9,False,12
401,8,308,553104,177264,177264,348167082065,10,11,4,4,3,4,4,553104,6039000,177264,3.948046071000974e-05,20,24,6.1220085155929365,0.0024754502488351267,9,False,12
402,8,200,1101024,343296,343296,348167082257,10,11,4,4,3,4,4,1101024,12030336,343296,1.984790057072476e-05,21,24,6.556836085168066,0.002118378217572699,9,False,12
403,8,285,562944,173856,173856,348167099408,10,11,4,4,3,4,4,562944,6107952,173856,3.8547480129270647e-05,15,24,6.172703730217801,0.003233375801531728,9,False,12
404,8,122,562944,173856,173856,348167147780,10,11,4,4,3,4,4,562944,6107952,173856,3.8547480129270647e-05,15,24,6.17661581723194,0.003156077821861283,9,False,12
405,8,226,2693952,0,0,348177847808,10,11,4,4,3,4,3,2693952,32130432,0,8.854560608336258e-06,18,24,6.8025468384540035,0.0027057646723086396,10,False,13
406,8,42,1349352,7056,7056,348177863936,10,11,4,4,3,4,4,1349352,16091496,7056,1.7675683843666324e-05,17,24,6.3366793917965,0.002592315891675488,9,False,13
407,8,257,2693952,0,0,348178109696,10,11,4,4,3,4,4,2693952,32130432,0,8.854560608336258e-06,18,24,6.802431287725724,0.0028292952153611693,10,False,13
408,8,102,5275008,0,0,348178617488,10,11,4,4,3,4,3,5275008,63300096,0,4.549756995583134e-06,24,24,7.189735514284625,0.0015069665942946471,10,False,13
409,8,80,1336144,0,0,348178633760,10,11,4,4,3,4,4,1336144,15990420,0,1.7913632486817606e-05,9,24,6.291024770552253,0.002748892834027546,10,False,13
410,8,1,5326848,0,0,348178633856,10,11,4,4,3,4,4,5326848,63922176,0,4.505479507858964e-06,24,24,7.1778321705128745,0.0011065145398924396,10,False,13
411,8,204,2668608,7344,7344,348178634768,10,11,4,4,3,4,4,2668608,32019624,7344,8.992424888135827e-06,23,24,6.696610796569146,0.001660277968470837,10,False,14
412,8,95,5275008,0,0,348178687232,10,11,4,4,3,4,4,5275008,63300096,0,4.549756995583134e-06,24,24,7.187441536286113,0.0013830689324338824,10,False,13
413,8,269,1325868,18270,18270,348178883840,10,11,4,4,2,4,4,1325868,15882927,18270,1.8070088729664876e-05,14,24,6.319016020460574,0.002243695034017941,9,False,14
414,8,100,5326848,0,0,348179682560,10,11,4,4,3,4,4,5326848,63922176,0,4.505479507858964e-06,24,24,7.178093743822565,0.0011112759892563302,10,False,13
415,8,44,1349952,0,0,348179928320,10,11,4,4,2,4,4,1349952,16100208,0,1.76695362327632e-05,9,24,6.309950124856384,0.0033728251152982365,10,False,13
416,8,369,438600,133128,133128,348182816000,10,11,4,4,2,4,4,438600,5143746,133128,5.347776469542124e-05,17,24,5.911355228808092,0.0034928380161359817,9,False,13
417,8,535,172233,0,0,18708965889536,10,11,4,5,3,5,3,172233,1990548,0,0.00013420615660312602,3,24,5.350204108411909,0.005256139681417326,10,False,13
418,8,131,2659192,0,0,18708965890304,10,11,4,5,3,5,4,2659192,31898880,0,9.022070214734346e-06,12,24,6.679934934722628,0.002134779195528106,10,False,13
419,8,655,163,128,128,5591400,10,12,2,2,2,2,6,163,1007,128,0.07627054457320306,6,18,2.520033325759297,0.0,4,True,8
420,8,622,5562,3060,3060,336991632,10,12,3,3,2,3,4,5562,51130,3060,0.0033061450910793506,12,21,4.007577493150563,0.0,7,True,11
421,8,628,3540,1010,1010,340809312,10,12,3,3,3,3,5,3540,34576,1010,0.0055197692220503415,8,24,3.6421615158292666,0.0,6,True,11
422,8,611,6447,4575,4575,341184912,10,12,3,3,2,3,5,6447,60978,4575,0.0029346424828409464,12,24,4.032773061966734,0.0,7,True,11
423,8,541,20160,6576,6576,341186052,10,12,3,3,3,3,5,20160,208836,6576,0.0010277224635575745,16,24,4.398118755890669,0.004307776618946004,7,False,12
424,8,608,10140,5174,5174,1413878352,10,12,3,3,2,3,4,10140,95718,5174,0.0018620465470784498,6,24,4.2098152835351925,0.0,7,True,10
425,8,481,48564,2034,2034,1430329728,10,12,3,3,2,3,4,48564,554289,2034,0.0004700524250553698,12,24,4.6795060025122,0.004160733957555562,7,False,13
426,8,538,30240,15424,15424,69864821025,10,12,4,4,2,4,4,30240,287448,15424,0.0006286950994117236,6,24,4.837721452428983,0.0046387691299324485,8,False,11
427,8,548,60960,21264,21264,69881321760,10,12,4,4,3,4,4,60960,649728,21264,0.00034968643568744347,18,24,4.9136016502895385,0.003512149490113415,7,False,12
428,8,425,875520,9792,9792,69881567520,10,12,4,4,3,4,4,875520,10303824,9792,2.68841791544476e-05,21,24,6.1361450134149,0.00301086633743778,9,False,14
429,8,560,19020,12900,12900,74094549264,10,12,4,4,2,4,4,19020,183351,12900,0.0010137131671250881,17,24,4.541760292339241,0.003470631793519329,7,False,11
430,8,502,30282,16290,16290,74111260944,10,12,4,4,2,4,4,30282,319169,16290,0.0006961389442111734,15,24,4.702875829728213,0.004960527087978786,8,False,12
431,8,475,57580,31024,31024,345212473416,10,12,4,4,3,4,4,57580,564748,31024,0.00034068178862415113,12,24,5.0853959082304305,0.0031683379271002085,8,False,11
432,8,486,24100,8308,8308,345228974148,10,12,4,4,3,4,4,24100,270705,8308,0.0009322023830123975,10,24,4.462271754014689,0.005538246047770112,8,False,13
433,8,483,12221,24,24,345228990480,10,12,4,4,2,4,4,12221,138218,24,0.0018510436075596848,6,24,3.912570049099836,0.004261889069936067,7,False,12
434,8,345,439488,1200,1200,345228990528,10,12,4,4,3,4,4,439488,5164616,1200,5.347797790145554e-05,21,24,5.6932435839967965,0.0031458224534738374,9,False,14
435,8,337,563340,175440,175440,348166067232,10,12,4,4,3,4,4,563340,6113694,175440,3.852949222287429e-05,15,24,6.170992668712799,0.0033138966222933256,9,False,13
436,8,117,1107072,346752,346752,348166067328,10,12,4,4,3,4,4,1107072,12097728,346752,1.9741605552887378e-05,21,24,6.552033557016668,0.002066173731657455,9,False,12
437,8,282,282846,87984,87984,348166557960,10,12,4,4,3,4,4,282846,3061936,87984,7.654689119379604e-05,9,24,5.729837911223462,0.0034828241502072436,9,False,12
438,8,362,553104,177264,177264,348167082057,10,12,4,4,3,4,4,553104,6039000,177264,3.948046071000974e-05,20,24,6.119983536520323,0.002372327383892777,9,False,12
439,8,202,669902,0,0,348178650144,10,12,4,4,3,4,3,669902,7999770,0,3.565213940740327e-05,6,24,5.899401129420616,0.003191263385607576,9,False,13
440,8,322,675672,15120,15120,348179142144,10,12,4,4,2,4,3,675672,8049240,15120,3.5262546435746493e-05,9,24,5.926385381346838,0.003186311515319214,9,False,13
441,8,317,109416,34776,34776,348183861504,10,12,4,4,2,4,4,109416,1274827,34776,0.00021297251034519456,12,24,5.084332303614677,0.003997507105595506,8,False,13
442,8,237,664252,0,0,349523941440,10,12,4,4,2,4,3,664252,7951936,0,3.6044398632175706e-05,6,24,5.8307679627128906,0.0028707321047516813,9,False,14
443,8,600,21168,7056,7056,69861659984,11,11,3,4,3,4,5,21168,195894,7056,0.0008744037133916259,6,21,4.702340010393537,0.006246539438097381,9,False,11
444,8,507,59497,30952,30952,69865853264,11,11,4,4,3,4,4,59497,579168,30952,0.00032722894906589607,6,24,5.10575889135404,0.004144623703470005,8,False,12
445,8,453,60145,31160,31160,70134075713,11,11,4,4,3,4,4,60145,581384,31160,0.00032144097273479667,9,24,5.2075521581537645,0.004432634001648416,8,False,11
446,8,363,564672,167808,167808,70134076736,11,11,4,4,3,4,4,564672,6123072,167808,3.840675584698674e-05,15,24,6.162164378903822,0.003174707636496353,9,False,12
447,8,374,284874,84152,84152,344944039184,11,11,4,4,3,4,4,284874,3079462,84152,7.589282903047328e-05,9,24,5.728876165870405,0.003433929810574648,9,False,12
448,8,356,1126080,346752,346752,348166050896,11,11,4,4,3,4,4,1126080,12300480,346752,1.9400545889389648e-05,21,24,6.53499864485529,0.0019433503765301432,9,False,12
449,8,145,566580,175440,175440,348166051136,11,11,4,4,3,4,4,566580,6149586,175440,3.83137059155842e-05,15,24,6.16567962631866,0.0031348359615765028,9,False,13
450,8,334,563772,175440,175440,348166116608,11,11,4,4,3,4,4,563772,6120966,175440,3.851622613690564e-05,15,24,6.163134602524784,0.0034147857034277384,9,False,13
451,8,238,559584,177696,177696,348166295828,11,11,4,4,3,4,4,559584,6107904,177696,3.9011477380642594e-05,20,24,6.110260043639639,0.0024067666977444905,9,False,12
452,8,373,144066,44144,44144,348233405696,11,11,4,4,3,4,3,144066,1544969,44144,0.00014887774554024887,9,24,5.402131933502238,0.004424205762387465,9,False,12
453,8,19,5371776,0,0,348245988608,11,11,4,4,3,4,3,5371776,64461312,0,4.467796957244114e-06,24,24,7.17132313993047,0.001048628006391916,10,False,13
454,8,295,285816,87984,87984,17940149982464,11,11,4,4,3,4,3,285816,3092614,87984,7.57153891452664e-05,9,24,5.732296740898834,0.003614536880640779,9,False,12
455,8,45,2707032,0,0,17940162565376,11,11,4,4,3,4,3,2707032,32447676,0,8.855783152341223e-06,15,24,6.710859269435777,0.002041622658416087,10,False,13
456,8,177,2716848,0,0,17940166743296,11,11,4,4,3,4,3,2716848,32416416,0,8.783436571662546e-06,18,24,6.784871635760129,0.0026622432536571,10,False,14
457,8,316,115248,37632,37632,18708965643344,11,11,4,5,3,5,4,115248,1220256,37632,0.00018374601154985565,9,24,5.414074067003913,0.006049077336086435,9,False,12
458,8,268,1329316,0,0,18708965889284,11,11,4,5,3,5,4,1329316,15935616,0,1.8036103310072948e-05,6,24,6.230628531236013,0.0025172323119954675,9,False,13
459,8,251,1365456,0,0,18709231179008,11,11,4,5,3,5,3,1365456,16253056,0,1.74345171941326e-05,15,24,6.393067966355536,0.003495168780323864,10,False,14
460,8,223,1356404,0,0,18765802967300,11,11,4,5,3,5,3,1356404,16235378,0,1.7648776231023944e-05,9,24,6.272237082931842,0.0025654140522744836,10,False,13
461,8,53,2684304,0,0,18765802967360,11,11,4,5,3,5,4,2684304,32177448,0,8.931375680917315e-06,15,24,6.712995679697858,0.0020407967804532278,10,False,13
462,8,215,1362976,0,0,18765871059968,11,11,4,5,3,5,3,1362976,16249248,0,1.7493921125830972e-05,9,24,6.311100196995543,0.003190565658938013,10,False,13
463,8,649,862,658,658,1413812310,11,12,3,3,3,3,5,862,6420,658,0.017300338730931227,6,21,3.2111018591127243,0.0,6,True,9
464,8,392,73128,2848,2848,1430591760,11,12,3,3,2,3,5,73128,855024,2848,0.0003197767232139164,15,24,4.771578445717724,0.0036880669717128944,7,False,13
465,8,498,11364,3804,3804,69123462480,11,12,3,3,3,3,5,11364,106446,3804,0.001648675219159686,12,21,4.301790460265774,0.0045257435129301945,7,False,11
466,8,565,13146,6846,6846,69127655760,11,12,3,3,3,3,4,13146,126861,6846,0.001468263179065644,12,24,4.319695701787752,0.004630278075752421,7,False,11
467,8,544,34212,11580,11580,69861660180,11,12,3,4,3,4,4,34212,321600,11580,0.0005495431558547143,12,21,4.931655140159597,0.004702406396933091,8,False,11
468,8,405,117638,60856,60856,69865132368,11,12,4,4,3,4,5,117638,1149236,60856,0.0001660915907900394,12,24,5.540927743822097,0.0041451147970770555,9,False,11
469,8,436,281892,84096,84096,69865837656,11,12,4,4,3,4,4,281892,3048682,84096,7.673229028317323e-05,9,24,5.730906981776644,0.0037017717620034074,9,False,12
470,8,137,555648,166096,166096,69865838916,11,12,4,4,3,4,4,555648,6056352,166096,3.923217403584686e-05,12,24,6.099422822403432,0.0027736464853288564,9,False,12
471,8,432,59497,30952,30952,69865853280,11,12,4,4,3,4,4,59497,579168,30952,0.00032722894906589607,6,24,5.104927642194434,0.0042206421706312254,8,False,11
472,8,47,117282,61320,61320,69865853505,11,12,4,4,3,4,4,117282,1149015,61320,0.00016706930665463907,12,24,5.528048686488008,0.003501081576673599,9,False,11
473,8,243,148968,2424,2424,69881387328,11,12,4,4,3,4,5,148968,1741884,2424,0.00015698789522931752,15,24,5.1010414387079015,0.003576770159865035,8,False,13
474,8,518,59131,30952,30952,69932945748,11,12,4,4,3,4,4,59131,576048,30952,0.00032950769877347803,6,24,5.1110290377135135,0.004020011983868692,8,False,11
475,8,139,59131,30952,30952,69932962128,11,12,4,4,3,4,4,59131,576048,30952,0.00032950769877347803,6,24,5.100129748012853,0.004013435833086236,8,False,11
476,8,546,143454,41544,41544,70133355840,11,12,4,4,3,4,4,143454,1536602,41544,0.00014933757417126672,9,24,5.39310871853499,0.004139990462086012,9,False,12
477,8,587,8212,5632,5632,70939382037,11,12,4,4,3,4,4,8212,70570,5632,0.0020931729815117984,9,23,4.288268567767224,0.0,7,True,10
478,8,375,369504,110304,110304,74161591617,11,12,4,4,3,4,4,369504,4028760,110304,5.901525380886537e-05,19,24,5.890895326966222,0.002972385574021078,9,False,12
479,8,197,375264,115200,115200,74161852752,11,12,4,4,3,4,4,375264,4097808,115200,5.819811950805608e-05,19,24,5.793796164290112,0.0026983574114097853,9,False,12
480,8,168,553392,178416,178416,74161853460,11,12,4,4,3,4,4,553392,6043032,178416,3.94657100935776e-05,20,24,6.121120582011634,0.0024936868907727435,9,False,13
481,8,163,559872,178848,178848,74161853520,11,12,4,4,3,4,4,559872,6111936,178848,3.8997078493676815e-05,20,24,6.111095705975126,0.0023201784463939557,9,False,12
482,8,32,370944,116496,116496,74161919040,11,12,4,4,3,4,4,370944,4049208,116496,5.885516086808e-05,19,24,5.875172282533975,0.0030400340812842055,9,False,12
483,8,496,59306,30748,30748,345212473617,11,12,4,4,3,4,4,59306,579446,30748,0.00032949818098490204,12,24,5.061854413624483,0.0034455606980153346,8,False,11
484,8,293,370080,113040,113040,345212474448,11,12,4,4,3,4,4,370080,4037112,113040,5.8953655105062593e-05,19,24,5.883410144860963,0.0029644160012071183,9,False,12
485,8,186,567384,169584,169584,345212474640,11,12,4,4,3,4,4,567384,6152748,169584,3.8224843817650856e-05,15,24,6.161448448402578,0.0031675686572532075,9,False,12
486,8,388,59148,30812,30812,345212522757,11,12,4,4,3,4,4,59148,576326,30812,0.0003294772423127443,6,24,5.1091669569039855,0.004003505347035621,8,False,11
487,8,386,370080,113040,113040,345212523588,11,12,4,4,3,4,4,370080,4037112,113040,5.8953655105062593e-05,19,24,5.8840216305167266,0.002931443100585336,9,False,12
488,8,262,284628,84992,84992,345213310020,11,12,4,4,3,4,4,284628,3077790,84992,7.598279475318314e-05,9,24,5.741061722886445,0.0036602440715217304,9,False,12
489,8,260,77520,40044,40044,345279631617,11,12,4,4,3,4,4,77520,762540,40044,0.0002537877760678427,16,24,5.241522362259575,0.0034704167550679054,8,False,11
490,8,97,1114848,346752,346752,348166033497,11,12,4,4,3,4,4,1114848,12180672,346752,1.960064287059194e-05,21,24,6.540744602622603,0.0019586973627929334,9,False,12
491,8,87,1113120,346752,346752,348166033734,11,12,4,4,3,4,4,1113120,12162240,346752,1.9631793760656825e-05,21,24,6.544398453354943,0.0021057573908323814,9,False,12
492,8,181,1124352,346752,346752,348166050960,11,12,4,4,3,4,4,1124352,12282048,346752,1.9431063845341687e-05,21,24,6.536859898732692,0.0019452972605538057,9,False,12
493,8,298,1114848,346752,346752,348166051857,11,12,4,4,3,4,4,1114848,12180672,346752,1.960064287059194e-05,21,24,6.543645010481258,0.001957599152122885,9,False,12
494,8,383,557520,173624,173624,348166051905,11,12,4,4,3,4,4,557520,6082560,173624,3.913778771108474e-05,12,24,6.101196995976817,0.002849854615982178,9,False,12
495,8,105,557520,173624,173624,348166051908,11,12,4,4,3,4,4,557520,6082560,173624,3.913778771108474e-05,12,24,6.0961498800937735,0.0026623094974825706,9,False,12
496,8,52,1124352,346752,346752,348166051920,11,12,4,4,3,4,4,1124352,12282048,346752,1.9431063845341687e-05,21,24,6.535724276493729,0.0019383103911786265,9,False,12
497,8,326,563772,175440,175440,348166052160,11,12,4,4,3,4,4,563772,6120966,175440,3.851622613690564e-05,15,24,6.1598496676842185,0.0033442905225278857,9,False,12
498,8,361,566580,175440,175440,348166067280,11,12,4,4,3,4,4,566580,6149586,175440,3.83137059155842e-05,15,24,6.156066665019353,0.0029337001255155207,9,False,12
499,8,341,278496,86952,86952,348166116864,11,12,4,4,3,4,4,278496,3026214,86952,7.803568868738312e-05,9,24,5.725261089068026,0.0036228887176094878,9,False,13
500,8,71,557088,171904,171904,348167083281,11,12,4,4,3,4,4,557088,6076512,171904,3.915953516209455e-05,12,24,6.100280363749289,0.0027790958388763504,9,False,12
501,8,82,1123488,343296,343296,348167099664,11,12,4,4,3,4,4,1123488,12269952,343296,1.94417954639393e-05,21,24,6.542695050321009,0.0018302193093496667,9,False,13
502,8,233,897408,2520,2520,348177929472,11,12,4,4,3,4,4,897408,10767336,2520,2.6739844151534768e-05,21,24,5.997688975013567,0.0019875041080251858,9,False,14
503,8,61,5371776,0,0,348178703616,11,12,4,4,3,4,4,5371776,64461312,0,4.467796957244114e-06,24,24,7.169731614596664,0.0009347681139475316,10,False,13
504,8,274,1347432,19296,19296,348178900224,11,12,4,4,3,4,4,1347432,16141524,19296,1.7781202989113438e-05,14,24,6.310280991011785,0.0022245289059892076,9,False,13
505,8,5,5371776,0,0,348179682576,11,12,4,4,3,4,4,5371776,64461312,0,4.467796957244114e-06,24,24,7.169838472758073,0.0009515921685199037,10,False,13
506,8,18,2716848,0,0,348179928336,11,12,4,4,3,4,4,2716848,32416416,0,8.783436571662546e-06,18,24,6.789834429027472,0.002860533378078834,10,False,13
507,8,265,5371776,0,0,348179944704,11,12,4,4,3,4,4,5371776,64461312,0,4.467796957244114e-06,24,24,7.1715209229723875,0.0008971117538923898,10,False,13
508,8,99,1785600,8640,8640,348182816004,11,12,4,4,3,4,4,1785600,21410784,8640,1.3430570303425241e-05,22,24,6.503666366300608,0.002552690951516321,10,False,13
509,8,259,1364352,0,0,348182816064,11,12,4,4,2,4,4,1364352,16239984,0,1.744869885580787e-05,12,24,6.352117194182435,0.0032186333285462634,10,False,13
510,8,26,1791360,192,192,348245218560,11,12,4,4,3,4,4,1791360,21495984,192,1.3397440080979625e-05,22,24,6.385022692268831,0.002097103343586909,10,False,13
511,8,151,5416704,0,0,348247037184,11,12,4,4,3,4,4,5416704,65000448,0,4.430739510731898e-06,24,24,7.163069688517165,0.0008072422897312141,10,False,13
512,8,124,5371776,0,0,348313097472,11,12,4,4,3,4,4,5371776,64461312,0,4.467796957244114e-06,24,24,7.171345215501394,0.0010085098216156129,10,False,14
513,8,57,5330304,0,0,348450460932,11,12,4,4,3,4,4,5330304,63963648,0,4.502558297342571e-06,24,24,7.1782624668804,0.0011020453438787855,10,False,13
514,8,89,278496,86952,86952,348501840960,11,12,4,4,3,4,4,278496,3026214,86952,7.803568868738312e-05,9,24,5.722610940950466,0.003475590772935638,9,False,13
515,8,398,96826,30116,30116,348501841152,11,12,4,4,3,4,4,96826,1030844,30116,0.00021990922422487053,6,24,5.2034,0.004776690384370633,9,False,12
516,8,118,2691408,0,0,348517569792,11,12,4,4,3,4,4,2691408,32260872,0,8.907322589500495e-06,15,24,6.715050837721683,0.0020335120470666855,10,False,13
517,8,368,96826,30116,30116,349243249920,11,12,4,4,3,4,4,96826,1030844,30116,0.00021990922422487053,6,24,5.205803759359669,0.004762015123307967,9,False,12
518,8,214,887616,11664,11664,365362681857,11,12,4,4,3,4,4,887616,10639512,11664,2.7008592315078288e-05,21,24,6.090235445547901,0.002428974814553592,9,False,13
519,8,304,907200,0,0,365362681872,11,12,4,4,3,4,4,907200,10820592,0,2.629513550491197e-05,18,24,6.021436147967536,0.002801354911543837,9,False,13
520,8,203,568848,175440,175440,17940149998848,11,12,4,4,3,4,4,568848,6173112,175440,3.815420814965072e-05,15,24,6.167250353785816,0.003370922652125554,9,False,12
521,8,442,285162,87184,87184,17940150244608,11,12,4,4,3,4,4,285162,3085100,87184,7.58782769609989e-05,9,24,5.734317988785282,0.003597745455104285,9,False,12
522,8,490,47922,14510,14510,17940151013760,11,12,4,4,3,4,4,47922,505636,14510,0.00044035930304414726,9,24,4.853043655182487,0.004866561675099906,8,False,12
523,8,62,2707032,0,0,17940162581760,11,12,4,4,3,4,4,2707032,32447676,0,8.855783152341223e-06,15,24,6.712827696468936,0.0020741781380269253,10,False,13
524,8,46,2713152,0,0,17940166744320,11,12,4,4,3,4,4,2713152,32523168,0,8.836387406951963e-06,15,24,6.709998455301603,0.002143489250374069,10,False,13
525,8,218,1347432,19296,19296,17940166747392,11,12,4,4,3,4,4,1347432,16141524,19296,1.7781202989113438e-05,14,24,6.308181643438513,0.0020715503596537943,9,False,13
526,8,11,2708352,0,0,17940233852160,11,12,4,4,3,4,4,2708352,32313600,0,8.810595932248276e-06,18,24,6.790899681023619,0.0028344971948035982,10,False,14
527,8,434,61764,20688,20688,18008815767876,11,12,4,4,3,4,4,61764,661734,20688,0.0003469362244750384,15,24,4.985937276362871,0.0045655656053684305,8,False,12
