no,n,orbit,members,loops,loop_nodes,rep,rep_edges,rep_weight,es_lo,vc_min,chi_min,es_up,mindeg_g,nodes,edges,selfloops,density,min_degree,max_degree,aspl,aspl_se,diameter,diameter_exactly_known,chi_og
18,6,9,2,1,1,7100,9,9,3,4,3,4,3,2,1,1,1.0,1,1,1.0,0.0,1,True,2
19,7,25,2,1,1,63,6,6,1,1,2,1,6,2,1,1,1.0,1,1,1.0,0.0,1,True,2
20,7,17,6,3,3,125,6,6,2,2,2,2,5,6,6,3,0.4,2,2,1.8,0.0,3,True,2
21,7,24,6,3,3,249,6,6,2,2,2,2,4,6,6,3,0.4,2,2,1.8,0.0,3,True,3
22,7,10,16,10,10,250,6,6,2,2,2,2,4,16,24,10,0.2,3,3,2.25,0.0,3,True,4
23,7,2,10,6,6,498,6,6,2,2,2,2,3,10,13,6,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
24,7,20,10,7,7,2355,6,6,3,3,2,3,4,10,13,7,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
25,7,19,16,11,11,2417,6,6,3,3,2,3,3,16,24,11,0.2,3,3,2.25,0.0,3,True,3
26,7,11,44,26,26,2420,6,6,3,3,2,3,3,44,88,26,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
27,7,8,44,30,30,2858,6,6,3,3,2,3,3,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
28,7,21,14,10,10,6820,6,6,3,3,2,3,3,14,20,10,0.21978021978021978,2,4,2.340659340659341,0.0,5,True,3
29,7,7,66,38,38,6824,6,6,3,3,2,3,2,66,153,38,0.07132867132867132,3,5,3.055011655011655,0.0,6,True,5
30,7,4,10,7,7,502,7,7,2,2,2,2,4,10,13,7,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
31,7,23,10,8,8,2419,7,7,3,3,3,3,4,10,13,8,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
32,7,18,21,8,8,2428,7,7,3,3,3,3,4,21,39,8,0.18571428571428572,2,5,2.3190476190476192,0.0,4,True,4
33,7,22,26,20,20,2922,7,7,3,3,2,3,3,26,48,20,0.1476923076923077,3,4,2.5015384615384617,0.0,4,True,4
34,7,1,36,20,20,2924,7,7,3,3,3,3,3,36,78,20,0.12380952380952381,3,5,2.541269841269841,0.0,4,True,4
35,7,12,28,20,20,6821,7,7,3,3,3,3,3,28,50,20,0.13227513227513227,3,4,2.6296296296296298,0.0,5,True,3
36,7,5,72,38,38,6825,7,7,3,3,3,3,3,72,168,38,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,4
37,7,6,114,36,36,6840,7,7,3,3,2,3,3,114,300,36,0.04657661853749418,4,6,3.2925011644154636,0.0,6,True,5
38,7,3,56,22,22,42100,7,7,3,4,3,4,3,56,135,22,0.08766233766233766,3,6,2.8454545454545452,0.0,5,True,4
39,7,9,92,0,0,44336,7,7,3,4,3,4,2,92,271,0,0.06473960821786909,1,7,3.015527950310559,0.0,7,True,5
40,7,13,33,1,1,42232,8,8,3,4,3,4,3,33,79,1,0.14962121212121213,3,7,2.4318181818181817,0.0,5,True,5
41,7,0,57,22,22,43814,8,8,3,4,3,4,3,57,142,22,0.08897243107769423,3,6,2.793859649122807,0.0,5,True,4
42,7,16,9,1,1,15796,9,9,3,3,2,3,3,9,15,1,0.4166666666666667,2,5,1.8055555555555556,0.0,3,True,3
43,7,14,46,2,2,44280,9,9,3,4,3,4,3,46,107,2,0.10338164251207729,2,7,2.8067632850241546,0.0,5,True,5
44,7,15,9,4,4,43900,10,10,3,4,3,4,4,9,12,4,0.3333333333333333,1,4,1.9722222222222223,0.0,4,True,3
45,8,96,2,1,1,127,7,7,1,1,2,1,7,2,1,1,1.0,1,1,1.0,0.0,1,True,2
46,8,90,6,3,3,253,7,7,2,2,2,2,6,6,6,3,0.4,2,2,1.8,0.0,3,True,2
47,8,92,6,3,3,505,7,7,2,2,2,2,5,6,6,3,0.4,2,2,1.8,0.0,3,True,2
48,8,94,16,10,10,506,7,7,2,2,2,2,5,16,24,10,0.2,3,3,2.25,0.0,3,True,3
49,8,80,4,2,2,1009,7,7,2,2,2,2,4,4,3,2,0.5,1,2,1.6666666666666667,0.0,3,True,2
50,8,82,16,10,10,1010,7,7,2,2,2,2,4,16,24,10,0.2,3,3,2.25,0.0,3,True,4
51,8,83,10,7,7,8819,7,7,3,3,2,3,5,10,13,7,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
52,8,11,16,11,11,8945,7,7,3,3,2,3,4,16,24,11,0.2,3,3,2.25,0.0,3,True,4
53,8,84,44,26,26,8948,7,7,3,3,2,3,4,44,88,26,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
54,8,76,16,11,11,9827,7,7,3,3,2,3,4,16,24,11,0.2,3,3,2.25,0.0,3,True,4
55,8,85,44,30,30,9834,7,7,3,3,2,3,4,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
56,8,51,10,7,7,9954,7,7,3,3,2,3,3,10,13,7,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
57,8,78,25,14,14,9956,7,7,3,3,2,3,3,25,44,14,0.14666666666666667,2,4,2.506666666666667,0.0,5,True,4
58,8,22,44,30,30,9960,7,7,3,3,2,3,3,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
59,8,59,44,30,30,25953,7,7,3,3,2,3,3,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
60,8,64,26,20,20,25956,7,7,3,3,2,3,3,26,46,20,0.14153846153846153,3,4,2.5507692307692307,0.0,5,True,3
61,8,69,120,72,72,25960,7,7,3,3,2,3,3,120,300,72,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
62,8,45,66,48,48,27732,7,7,3,3,2,3,3,66,153,48,0.07132867132867132,3,5,3.055011655011655,0.0,6,True,5
63,8,66,14,11,11,297031,7,7,4,4,2,4,4,14,20,11,0.21978021978021978,2,4,2.340659340659341,0.0,5,True,3
64,8,77,25,18,18,297157,7,7,4,4,2,4,3,25,44,18,0.14666666666666667,2,4,2.506666666666667,0.0,5,True,4
65,8,4,120,82,82,297172,7,7,4,4,2,4,3,120,300,82,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
66,8,18,72,54,54,297440,7,7,4,4,2,4,3,72,164,54,0.06416275430359937,4,5,3.176056338028169,0.0,5,True,4
67,8,28,172,101,101,305744,7,7,4,4,2,4,2,172,492,101,0.03345573235414117,3,6,3.540595675234598,0.0,7,True,5
68,8,87,10,7,7,1014,8,8,2,2,2,2,5,10,13,7,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
69,8,89,10,7,7,2022,8,8,2,2,2,2,4,10,13,7,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
70,8,75,10,8,8,8947,8,8,3,3,3,3,5,10,13,8,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
71,8,60,21,8,8,8956,8,8,3,3,3,3,5,21,39,8,0.18571428571428572,2,5,2.3190476190476192,0.0,4,True,3
72,8,79,10,8,8,9955,8,8,3,3,3,3,4,10,13,8,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
73,8,47,44,34,34,9962,8,8,3,3,2,3,4,44,88,34,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
74,8,71,66,38,38,9964,8,8,3,3,3,3,4,66,159,38,0.07412587412587412,4,5,2.8797202797202797,0.0,5,True,4
75,8,95,26,21,21,11866,8,8,3,3,2,3,4,26,48,21,0.1476923076923077,3,4,2.5015384615384617,0.0,4,True,4
76,8,58,26,20,20,25955,8,8,3,3,2,3,3,26,48,20,0.1476923076923077,3,4,2.5015384615384617,0.0,4,True,4
77,8,5,44,32,32,25957,8,8,3,3,3,3,4,44,88,32,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
78,8,2,132,72,72,25961,8,8,3,3,3,3,4,132,330,72,0.03816793893129771,5,5,3.455933379597502,0.0,5,True,4
79,8,61,114,36,36,25976,8,8,3,3,2,3,4,114,300,36,0.04657661853749418,4,6,3.2925011644154636,0.0,6,True,5
80,8,53,28,20,20,26084,8,8,3,3,3,3,3,28,50,20,0.13227513227513227,3,4,2.6296296296296298,0.0,5,True,3
81,8,9,72,52,52,27860,8,8,3,3,3,3,3,72,168,52,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,4
82,8,43,72,54,54,27988,8,8,3,3,2,3,3,72,168,54,0.06572769953051644,4,5,3.132237871674491,0.0,5,True,4
83,8,34,198,108,108,27992,8,8,3,3,2,3,3,198,570,108,0.029226272881095215,4,6,3.6200071783828127,0.0,6,True,5
84,8,67,28,22,22,297159,8,8,4,4,3,4,4,28,50,22,0.13227513227513227,3,4,2.6296296296296298,0.0,5,True,4
85,8,23,56,29,29,297204,8,8,4,4,3,4,4,56,135,29,0.08766233766233766,3,6,2.8454545454545452,0.0,5,True,5
86,8,88,10,8,8,297414,8,8,4,4,2,4,3,10,13,8,0.28888888888888886,1,4,2.1333333333333333,0.0,4,True,3
87,8,72,72,51,51,297418,8,8,4,4,3,4,3,72,168,51,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,5
88,8,44,63,32,32,297432,8,8,4,4,2,4,3,63,150,32,0.07680491551459294,2,6,2.9359959037378394,0.0,6,True,4
89,8,48,66,45,45,297442,8,8,4,4,2,4,3,66,153,45,0.07132867132867132,3,5,3.055011655011655,0.0,6,True,4
90,8,6,176,100,100,297448,8,8,4,4,3,4,3,176,516,100,0.033506493506493505,5,6,3.451168831168831,0.0,6,True,5
91,8,27,56,22,22,304737,8,8,3,4,3,4,3,56,135,22,0.08766233766233766,3,6,2.8454545454545452,0.0,5,True,4
92,8,42,76,56,56,305608,8,8,4,4,3,4,3,76,174,56,0.061052631578947365,4,5,3.2126315789473683,0.0,6,True,4
93,8,31,66,49,49,305740,8,8,4,4,3,4,3,66,153,49,0.07132867132867132,3,5,3.055011655011655,0.0,6,True,5
94,8,36,194,101,101,305745,8,8,4,4,2,4,3,194,558,101,0.029806100101490304,3,6,3.5345334116767266,0.0,7,True,5
95,8,12,352,208,208,305752,8,8,4,4,3,4,3,352,1056,208,0.017094017094017096,6,6,4.064685314685315,0.0,7,True,5
96,8,8,542,172,172,305776,8,8,4,4,3,4,3,542,1849,172,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
97,8,63,154,60,60,306784,8,8,4,4,3,4,3,154,446,60,0.037857567269331975,4,7,3.4918088447500213,0.0,6,True,5
98,8,26,300,114,114,365668,8,8,4,4,2,4,3,300,942,114,0.02100334448160535,5,7,3.8855295429208474,0.0,7,True,6
99,8,39,214,0,0,873568,8,8,4,4,2,4,2,214,749,0,0.03286384976525822,1,8,3.378131718660875,0.0,8,True,6
100,8,57,14,9,9,11996,9,9,3,3,3,3,4,14,25,9,0.27472527472527475,2,5,1.989010989010989,0.0,4,True,3
101,8,55,66,46,46,27990,9,9,3,3,3,3,4,66,159,46,0.07412587412587412,4,5,2.8797202797202797,0.0,5,True,4
102,8,97,6,5,5,60236,9,9,3,3,2,3,3,6,7,5,0.4666666666666667,2,3,1.8,0.0,3,True,3
103,8,7,66,34,34,60244,9,9,3,3,2,3,3,66,159,34,0.07412587412587412,4,6,2.9874125874125874,0.0,5,True,4
104,8,91,17,14,14,297415,9,9,4,4,3,4,4,17,27,14,0.19852941176470587,2,4,2.360294117647059,0.0,4,True,4
105,8,16,87,25,25,297464,9,9,4,4,3,4,4,87,242,25,0.06468858593958834,3,7,2.9933172948409514,0.0,5,True,5
106,8,52,57,22,22,304742,9,9,3,4,3,4,4,57,142,22,0.08897243107769423,3,6,2.793859649122807,0.0,5,True,5
107,8,1,72,47,47,305609,9,9,4,4,3,4,3,72,168,47,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,4
108,8,46,114,64,64,305624,9,9,4,4,3,4,3,114,300,64,0.04657661853749418,4,6,3.2925011644154636,0.0,6,True,5
109,8,24,372,208,208,305753,9,9,4,4,3,4,3,372,1116,208,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,6
110,8,56,28,19,19,305868,9,9,4,4,3,4,3,28,58,19,0.15343915343915343,3,5,2.433862433862434,0.0,4,True,4
111,8,38,70,42,42,306776,9,9,4,4,3,4,3,70,166,42,0.06873706004140787,3,6,3.094409937888199,0.0,6,True,4
112,8,3,264,88,88,306786,9,9,4,4,3,4,3,264,886,88,0.025521373430118677,6,7,3.526529554096094,0.0,6,True,5
113,8,10,542,176,176,306792,9,9,4,4,3,4,3,542,1849,176,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
114,8,50,262,0,0,365928,9,9,4,4,3,4,3,262,967,0,0.02828229651077769,4,8,3.3682548038957623,0.0,6,True,6
115,8,19,174,63,63,871497,9,9,4,4,3,4,3,174,513,63,0.03408411401235798,3,7,3.478705733838283,0.0,6,True,6
116,8,0,542,194,194,871498,9,9,4,4,3,4,3,542,1849,194,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
117,8,25,156,59,59,871648,9,9,4,4,3,4,3,156,469,59,0.03879239040529363,4,7,3.410090984284533,0.0,6,True,5
118,8,13,117,2,2,873072,9,9,4,4,2,4,3,117,340,2,0.050103153551429414,2,8,3.256557618626584,0.0,7,True,5
119,8,20,802,0,0,873572,9,9,4,4,3,4,3,802,3044,0,0.009476931890000342,3,8,4.264815489366471,0.0,8,True,6
120,8,49,10,8,8,60237,10,10,3,3,3,3,4,10,14,8,0.3111111111111111,2,4,2.022222222222222,0.0,4,True,3
121,8,74,37,11,11,60276,10,10,3,3,2,3,4,37,91,11,0.13663663663663664,2,7,2.512012012012012,0.0,5,True,4
122,8,100,7,5,5,305607,10,10,4,4,3,4,4,7,7,5,0.3333333333333333,1,3,2.238095238095238,0.0,5,True,3
123,8,40,46,14,14,305656,10,10,4,4,3,4,4,46,107,14,0.10338164251207729,2,7,2.8067632850241546,0.0,5,True,5
124,8,29,103,58,58,306778,10,10,4,4,3,4,4,103,281,58,0.05349324195697697,3,6,3.1376356367789833,0.0,6,True,5
125,8,17,170,58,58,306790,10,10,4,4,3,4,4,170,513,58,0.03571179951270449,4,7,3.4096762965541245,0.0,6,True,5
126,8,68,36,20,20,322904,10,10,4,4,3,4,3,36,77,20,0.12222222222222222,2,6,2.626984126984127,0.0,5,True,4
127,8,81,74,27,27,374116,10,10,4,4,2,4,3,74,197,27,0.07293594964827842,3,7,3.001851166234728,0.0,6,True,4
128,8,41,254,2,2,374120,10,10,4,4,3,4,3,254,856,2,0.026640938657371386,4,8,3.5884970900376585,0.0,7,True,6
129,8,14,340,114,114,871652,10,10,4,4,3,4,3,340,1058,114,0.01835849384001388,5,7,3.941055006073226,0.0,7,True,6
130,8,32,476,4,4,873200,10,10,4,4,3,4,3,476,1702,4,0.015055285272003538,5,8,3.945077399380805,0.0,7,True,6
131,8,35,433,0,0,873700,10,10,4,4,3,4,3,433,1586,0,0.016957488666495595,2,8,3.821358309810966,0.0,8,True,6
132,8,65,28,1,1,5388912,10,10,4,5,3,5,3,28,74,1,0.19576719576719576,2,8,2.171957671957672,0.0,4,True,4
133,8,86,9,4,4,304892,11,11,3,4,3,4,5,9,12,4,0.3333333333333333,1,4,1.9722222222222223,0.0,4,True,3
134,8,54,39,20,20,306908,11,11,4,4,3,4,4,39,83,20,0.11201079622132254,2,6,2.673414304993252,0.0,5,True,4
135,8,33,46,17,17,880240,11,11,4,4,3,4,3,46,107,17,0.10338164251207729,2,7,2.8067632850241546,0.0,5,True,5
136,8,73,24,11,11,5388524,11,11,4,5,3,5,4,24,45,11,0.16304347826086957,2,5,2.4420289855072466,0.0,5,True,4
137,8,30,208,2,2,5388914,11,11,4,5,3,5,4,208,756,2,0.03511705685618729,4,8,3.247166480862133,0.0,6,True,6
138,8,15,267,6,6,5404272,11,11,4,5,3,5,3,267,879,6,0.02475289346962913,3,8,3.6490946467291825,0.0,7,True,5
139,8,21,298,0,0,5608274,11,11,4,5,3,5,3,298,1076,0,0.024314735724131696,3,8,3.4541387024608503,0.0,7,True,6
140,8,99,4,1,1,2022000,12,12,4,4,2,4,3,4,4,1,0.6666666666666666,1,3,1.3333333333333333,0.0,2,True,3
141,8,70,46,19,19,5389036,12,12,4,5,3,5,4,46,107,19,0.10338164251207729,2,7,2.8067632850241546,0.0,5,True,5
142,8,93,22,0,0,5683824,12,12,4,5,3,5,3,22,46,0,0.19913419913419914,1,8,2.242424242424242,0.0,5,True,4
143,8,37,28,1,1,2022001,13,13,4,4,3,4,4,28,59,1,0.15608465608465608,1,6,2.560846560846561,0.0,6,True,4
144,8,98,7,2,2,5405820,13,13,4,5,3,5,5,7,14,2,0.6666666666666666,3,5,1.3333333333333333,0.0,2,True,4
145,8,62,51,2,2,5406072,13,13,4,5,3,5,4,51,132,2,0.10352941176470588,2,8,2.7223529411764704,0.0,5,True,5
146,9,437,2,1,1,255,8,8,1,1,2,1,8,2,1,1,1.0,1,1,1.0,0.0,1,True,2
147,9,436,6,3,3,509,8,8,2,2,2,2,7,6,6,3,0.4,2,2,1.8,0.0,3,True,3
148,9,429,6,3,3,1017,8,8,2,2,2,2,6,6,6,3,0.4,2,2,1.8,0.0,3,True,2
149,9,363,16,10,10,1018,8,8,2,2,2,2,6,16,24,10,0.2,3,3,2.25,0.0,3,True,3
150,9,434,6,3,3,2033,8,8,2,2,2,2,5,6,6,3,0.4,2,2,1.8,0.0,3,True,3
151,9,428,16,10,10,2034,8,8,2,2,2,2,5,16,24,10,0.2,3,3,2.25,0.0,3,True,3
152,9,408,10,6,6,4066,8,8,2,2,2,2,4,10,13,6,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
153,9,410,10,7,7,34035,8,8,3,3,2,3,6,10,13,7,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
154,9,418,16,11,11,34289,8,8,3,3,2,3,5,16,24,11,0.2,3,3,2.25,0.0,3,True,3
155,9,379,44,26,26,34292,8,8,3,3,2,3,5,44,88,26,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
156,9,388,16,11,11,36067,8,8,3,3,2,3,5,16,24,11,0.2,3,3,2.25,0.0,3,True,3
157,9,405,44,30,30,36074,8,8,3,3,2,3,5,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
158,9,435,16,11,11,36321,8,8,3,3,2,3,4,16,24,11,0.2,3,3,2.25,0.0,3,True,3
159,9,402,16,11,11,36322,8,8,3,3,2,3,4,16,24,11,0.2,3,3,2.25,0.0,3,True,3
160,9,335,44,26,26,36324,8,8,3,3,2,3,4,44,88,26,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
161,9,346,44,30,30,36328,8,8,3,3,2,3,4,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
162,9,361,44,30,30,40138,8,8,3,3,2,3,4,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
163,9,305,44,30,30,101089,8,8,3,3,2,3,4,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,5
164,9,238,26,20,20,101092,8,8,3,3,2,3,4,26,46,20,0.14153846153846153,3,4,2.5507692307692307,0.0,5,True,3
165,9,355,120,72,72,101096,8,8,3,3,2,3,4,120,300,72,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
166,9,433,10,7,7,104643,8,8,3,3,2,3,4,10,13,7,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
167,9,349,44,30,30,104645,8,8,3,3,2,3,4,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
168,9,311,66,48,48,104660,8,8,3,3,2,3,4,66,153,48,0.07132867132867132,3,5,3.055011655011655,0.0,6,True,4
169,9,404,44,30,30,104900,8,8,3,3,2,3,3,44,88,30,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
170,9,417,26,20,20,105156,8,8,3,3,2,3,3,26,46,20,0.14153846153846153,3,4,2.5507692307692307,0.0,5,True,3
171,9,375,66,38,38,105160,8,8,3,3,2,3,3,66,153,38,0.07132867132867132,3,5,3.055011655011655,0.0,6,True,5
172,9,325,120,88,88,105168,8,8,3,3,2,3,3,120,300,88,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
173,9,426,14,11,11,2232519,8,8,4,4,2,4,5,14,20,11,0.21978021978021978,2,4,2.340659340659341,0.0,5,True,3
174,9,424,44,33,33,2232773,8,8,4,4,2,4,4,44,88,33,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
175,9,344,120,82,82,2232788,8,8,4,4,2,4,4,120,300,82,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
176,9,431,26,21,21,2233281,8,8,4,4,2,4,4,26,46,21,0.14153846153846153,3,4,2.5507692307692307,0.0,5,True,4
177,9,283,44,33,33,2233282,8,8,4,4,2,4,3,44,88,33,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
178,9,397,120,82,82,2233288,8,8,4,4,2,4,3,120,300,82,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
179,9,219,72,54,54,2233312,8,8,4,4,2,4,3,72,164,54,0.06416275430359937,4,5,3.176056338028169,0.0,5,True,5
180,9,407,72,58,58,2240678,8,8,4,4,2,4,4,72,164,58,0.06416275430359937,4,5,3.176056338028169,0.0,5,True,4
181,9,337,66,48,48,2240932,8,8,4,4,2,4,3,66,153,48,0.07132867132867132,3,5,3.055011655011655,0.0,6,True,4
182,9,342,120,82,82,2266305,8,8,4,4,2,4,3,120,300,82,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
183,9,163,112,86,86,2266308,8,8,4,4,2,4,3,112,280,86,0.04504504504504504,5,5,3.3873873873873874,0.0,5,True,4
184,9,259,328,196,196,2266320,8,8,4,4,2,4,3,328,984,196,0.01834862385321101,6,6,4.083687625867085,0.0,7,True,6
185,9,304,120,94,94,2273442,8,8,4,4,2,4,3,120,300,94,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
186,9,137,328,236,236,2273448,8,8,4,4,2,4,3,328,984,236,0.01834862385321101,6,6,4.083687625867085,0.0,7,True,5
187,9,234,72,58,58,2500756,8,8,4,4,2,4,3,72,164,58,0.06416275430359937,4,5,3.176056338028169,0.0,5,True,5
188,9,223,328,224,224,2500772,8,8,4,4,2,4,3,328,984,224,0.01834862385321101,6,6,4.083687625867085,0.0,7,True,5
189,9,317,174,126,126,2501312,8,8,4,4,2,4,3,174,486,126,0.032290213274865455,4,6,3.6754368480499635,0.0,7,True,5
190,9,413,18,14,14,6628488,8,8,4,4,2,4,4,18,27,14,0.17647058823529413,2,4,2.6470588235294117,0.0,5,True,3
191,9,326,196,148,148,6628496,8,8,4,4,2,4,3,196,544,148,0.028466771323914182,5,6,3.7982208267922553,0.0,7,True,5
192,9,91,464,274,274,6629536,8,8,4,4,2,4,2,464,1576,274,0.01467192969390035,4,7,4.1558520145974525,0.0,8,True,6
193,9,432,10,7,7,2038,9,9,2,2,2,2,6,10,13,7,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
194,9,423,16,12,12,4070,9,9,2,2,2,2,5,16,24,12,0.2,3,3,2.25,0.0,3,True,4
195,9,420,10,8,8,34291,9,9,3,3,3,3,6,10,13,8,0.28888888888888886,2,3,2.0444444444444443,0.0,3,True,3
196,9,87,21,8,8,34300,9,9,3,3,3,3,6,21,39,8,0.18571428571428572,2,5,2.3190476190476192,0.0,4,True,4
197,9,330,16,13,13,36323,9,9,3,3,3,3,5,16,24,13,0.2,3,3,2.25,0.0,3,True,3
198,9,369,44,34,34,36330,9,9,3,3,2,3,5,44,88,34,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
199,9,380,66,38,38,36332,9,9,3,3,3,3,5,66,159,38,0.07412587412587412,4,5,2.8797202797202797,0.0,5,True,4
200,9,421,26,21,21,40154,9,9,3,3,2,3,5,26,48,21,0.1476923076923077,3,4,2.5015384615384617,0.0,4,True,4
201,9,414,26,20,20,40394,9,9,3,3,2,3,4,26,48,20,0.1476923076923077,3,4,2.5015384615384617,0.0,4,True,4
202,9,425,36,20,20,40396,9,9,3,3,3,3,4,36,78,20,0.12380952380952381,3,5,2.541269841269841,0.0,4,True,4
203,9,321,44,36,36,40408,9,9,3,3,2,3,4,44,88,36,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
204,9,427,26,20,20,101091,9,9,3,3,2,3,4,26,48,20,0.1476923076923077,3,4,2.5015384615384617,0.0,4,True,4
205,9,308,44,32,32,101093,9,9,3,3,3,3,5,44,88,32,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
206,9,329,132,72,72,101097,9,9,3,3,3,3,5,132,330,72,0.03816793893129771,5,5,3.455933379597502,0.0,5,True,5
207,9,253,114,36,36,101112,9,9,3,3,2,3,5,114,300,36,0.04657661853749418,4,6,3.2925011644154636,0.0,6,True,5
208,9,409,28,20,20,101348,9,9,3,3,3,3,4,28,50,20,0.13227513227513227,3,4,2.6296296296296298,0.0,5,True,3
209,9,439,5,4,4,104899,9,9,3,3,3,3,4,5,5,4,0.5,1,3,1.7,0.0,3,True,3
210,9,300,44,34,34,104901,9,9,3,3,2,3,4,44,88,34,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
211,9,365,72,52,52,104916,9,9,3,3,3,3,4,72,168,52,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,4
