no,n,orbit,members,loops,loop_nodes,rep,rep_edges,rep_weight,es_lo,vc_min,chi_min,es_up,mindeg_g,nodes,edges,selfloops,density,min_degree,max_degree,aspl,aspl_se,diameter,diameter_exactly_known,chi_og
212,9,332,28,20,20,105157,9,9,3,3,3,3,4,28,50,20,0.13227513227513227,3,4,2.6296296296296298,0.0,5,True,4
213,9,383,44,32,32,105158,9,9,3,3,3,3,4,44,88,32,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
214,9,392,72,38,38,105161,9,9,3,3,3,3,4,72,168,38,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,4
215,9,214,132,96,96,105170,9,9,3,3,3,3,4,132,330,96,0.03816793893129771,5,5,3.455933379597502,0.0,5,True,5
216,9,285,120,92,92,105172,9,9,3,3,2,3,4,120,300,92,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
217,9,192,372,208,208,105176,9,9,3,3,2,3,4,372,1116,208,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,5
218,9,358,26,21,21,112818,9,9,3,3,2,3,4,26,48,21,0.1476923076923077,3,4,2.5015384615384617,0.0,4,True,4
219,9,368,72,58,58,112820,9,9,3,3,2,3,4,72,168,58,0.06572769953051644,4,5,3.132237871674491,0.0,5,True,5
220,9,399,72,54,54,235204,9,9,3,3,2,3,3,72,168,54,0.06572769953051644,4,5,3.132237871674491,0.0,5,True,4
221,9,203,75,54,54,242344,9,9,3,3,2,3,3,75,198,54,0.07135135135135136,2,6,2.9931531531531532,0.0,6,True,5
222,9,396,28,22,22,2232775,9,9,4,4,3,4,5,28,50,22,0.13227513227513227,3,4,2.6296296296296298,0.0,5,True,4
223,9,406,56,29,29,2232820,9,9,4,4,3,4,5,56,135,29,0.08766233766233766,3,6,2.8454545454545452,0.0,5,True,4
224,9,258,44,35,35,2233283,9,9,4,4,3,4,4,44,88,35,0.09302325581395349,4,4,2.8372093023255816,0.0,5,True,4
225,9,403,26,23,23,2233286,9,9,4,4,2,4,4,26,48,23,0.1476923076923077,3,4,2.5015384615384617,0.0,4,True,4
226,9,20,132,94,94,2233290,9,9,4,4,3,4,4,132,330,94,0.03816793893129771,5,5,3.455933379597502,0.0,5,True,5
227,9,242,114,60,60,2233304,9,9,4,4,2,4,4,114,300,60,0.04657661853749418,4,6,3.2925011644154636,0.0,6,True,5
228,9,102,66,45,45,2233314,9,9,4,4,2,4,4,66,153,45,0.07132867132867132,3,5,3.055011655011655,0.0,6,True,5
229,9,366,176,100,100,2233320,9,9,4,4,3,4,4,176,516,100,0.033506493506493505,5,6,3.451168831168831,0.0,6,True,5
230,9,307,120,94,94,2240934,9,9,4,4,2,4,4,120,300,94,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
231,9,47,176,116,116,2240948,9,9,4,4,3,4,4,176,516,116,0.033506493506493505,5,6,3.451168831168831,0.0,6,True,5
232,9,351,42,36,36,2241504,9,9,4,4,2,4,4,42,89,36,0.10336817653890824,3,5,2.8118466898954706,0.0,5,True,5
233,9,371,56,22,22,2264289,9,9,3,4,3,4,4,56,135,22,0.08766233766233766,3,6,2.8454545454545452,0.0,5,True,4
234,9,376,28,22,22,2266049,9,9,4,4,3,4,4,28,50,22,0.13227513227513227,3,4,2.6296296296296298,0.0,5,True,3
235,9,291,76,56,56,2266056,9,9,4,4,3,4,3,76,174,56,0.061052631578947365,4,5,3.2126315789473683,0.0,6,True,5
236,9,226,72,51,51,2266307,9,9,4,4,3,4,4,72,168,51,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,4
237,9,289,120,86,86,2266309,9,9,4,4,2,4,3,120,300,86,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
238,9,176,120,90,90,2266310,9,9,4,4,3,4,4,120,300,90,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
239,9,301,66,49,49,2266316,9,9,4,4,3,4,4,66,153,49,0.07132867132867132,3,5,3.055011655011655,0.0,6,True,4
240,9,243,372,196,196,2266321,9,9,4,4,2,4,4,372,1116,196,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,5
241,9,195,352,208,208,2266328,9,9,4,4,3,4,4,352,1056,208,0.017094017094017096,6,6,4.064685314685315,0.0,7,True,6
242,9,110,542,172,172,2266352,9,9,4,4,3,4,4,542,1849,172,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
243,9,18,120,90,90,2266824,9,9,4,4,3,4,3,120,300,90,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,5
244,9,210,56,29,29,2268353,9,9,4,4,3,4,4,56,135,29,0.08766233766233766,3,6,2.8454545454545452,0.0,5,True,4
245,9,268,176,100,100,2268354,9,9,4,4,3,4,3,176,516,100,0.033506493506493505,5,6,3.451168831168831,0.0,6,True,5
246,9,127,352,208,208,2268360,9,9,4,4,3,4,3,352,1056,208,0.017094017094017096,6,6,4.064685314685315,0.0,7,True,5
247,9,244,154,60,60,2268384,9,9,4,4,3,4,3,154,446,60,0.037857567269331975,4,7,3.4918088447500213,0.0,6,True,5
248,9,385,76,64,64,2273446,9,9,4,4,3,4,4,76,174,64,0.061052631578947365,4,5,3.2126315789473683,0.0,6,True,4
249,9,73,154,88,88,2273464,9,9,4,4,3,4,4,154,446,88,0.037857567269331975,4,7,3.4918088447500213,0.0,6,True,5
250,9,135,72,58,58,2273698,9,9,4,4,2,4,3,72,168,58,0.06572769953051644,4,5,3.132237871674491,0.0,5,True,5
251,9,241,72,58,58,2273700,9,9,4,4,3,4,3,72,168,58,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,5
252,9,126,372,260,260,2273704,9,9,4,4,2,4,3,372,1116,260,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,5
253,9,185,352,256,256,2273712,9,9,4,4,3,4,3,352,1056,256,0.017094017094017096,6,6,4.064685314685315,0.0,7,True,6
254,9,209,196,148,148,2274472,9,9,4,4,2,4,3,196,556,148,0.029094714809000524,5,6,3.752171637885924,0.0,6,True,5
255,9,2,542,290,290,2274480,9,9,4,4,3,4,3,542,1849,290,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
256,9,276,120,96,96,2500757,9,9,4,4,3,4,4,120,300,96,0.04201680672268908,5,5,3.4453781512605044,0.0,6,True,4
257,9,233,352,236,236,2500773,9,9,4,4,3,4,4,352,1056,236,0.017094017094017096,6,6,4.064685314685315,0.0,7,True,5
258,9,107,300,150,150,2500836,9,9,4,4,2,4,4,300,942,150,0.02100334448160535,5,7,3.8855295429208474,0.0,7,True,6
259,9,422,76,60,60,2501012,9,9,4,4,3,4,3,76,174,60,0.061052631578947365,4,5,3.2126315789473683,0.0,6,True,4
260,9,237,72,60,60,2501268,9,9,4,4,2,4,3,72,168,60,0.06572769953051644,4,5,3.132237871674491,0.0,5,True,4
261,9,251,194,140,140,2501272,9,9,4,4,3,4,3,194,546,140,0.029165108701458255,4,6,3.6815875220340795,0.0,7,True,5
262,9,232,198,136,136,2501284,9,9,4,4,2,4,3,198,570,136,0.029226272881095215,4,6,3.6200071783828127,0.0,6,True,5
263,9,82,542,284,284,2501288,9,9,4,4,3,4,3,542,1849,284,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
264,9,148,194,132,132,2501314,9,9,4,4,3,4,3,194,546,132,0.029165108701458255,4,6,3.6815875220340795,0.0,7,True,5
265,9,22,328,240,240,2501316,9,9,4,4,2,4,3,328,984,240,0.01834862385321101,6,6,4.083687625867085,0.0,7,True,5
266,9,250,484,276,276,2501320,9,9,4,4,3,4,3,484,1658,276,0.014184761220334343,6,7,4.11337542562839,0.0,7,True,6
267,9,116,984,556,556,2501344,9,9,4,4,2,4,3,984,3444,556,0.007121057985757884,7,7,4.700915564598169,0.0,7,True,6
268,9,206,300,114,114,6625473,9,9,4,4,2,4,3,300,942,114,0.02100334448160535,5,7,3.8855295429208474,0.0,7,True,5
269,9,381,46,38,38,6628489,9,9,4,4,3,4,4,46,95,38,0.09178743961352658,3,5,2.9584541062801932,0.0,5,True,4
270,9,139,352,248,248,6628497,9,9,4,4,3,4,3,352,1056,248,0.017094017094017096,6,6,4.064685314685315,0.0,7,True,5
271,9,199,300,174,174,6628528,9,9,4,4,2,4,3,300,942,174,0.02100334448160535,5,7,3.8855295429208474,0.0,7,True,5
272,9,262,208,152,152,6628752,9,9,4,4,3,4,3,208,580,152,0.026941657376439984,5,6,3.8435525826830172,0.0,7,True,5
273,9,26,328,244,244,6628768,9,9,4,4,3,4,3,328,984,244,0.01834862385321101,6,6,4.083687625867085,0.0,7,True,5
274,9,389,66,49,49,6629528,9,9,4,4,2,4,3,66,172,49,0.08018648018648018,2,6,3.006060606060606,0.0,6,True,4
275,9,145,542,274,274,6629537,9,9,4,4,3,4,3,542,1849,274,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
276,9,12,968,560,560,6629540,9,9,4,4,3,4,3,968,3388,560,0.007238883143743537,7,7,4.726734297947986,0.0,8,True,6
277,9,101,984,580,580,6629552,9,9,4,4,2,4,3,984,3444,580,0.007121057985757884,7,7,4.700915564598169,0.0,7,True,7
278,9,130,1498,464,464,6629600,9,9,4,4,2,4,3,1498,5896,464,0.005258402876068113,5,8,4.76349316345196,0.0,8,True,6
279,9,156,828,300,300,6633664,9,9,4,4,2,4,3,828,3012,300,0.008797294218670593,6,8,4.554726063006385,0.0,8,True,6
280,9,271,74,51,51,73704592,9,9,4,4,3,4,3,74,182,51,0.06738245094409478,2,6,3.1747500925583116,0.0,7,True,5
281,9,357,91,57,57,76038604,9,9,4,5,3,5,4,91,245,57,0.05982905982905983,3,7,3.177045177045177,0.0,6,True,5
282,9,296,240,146,146,76039080,9,9,4,5,3,5,3,240,796,146,0.027754532775453276,4,7,3.535495118549512,0.0,6,True,6
283,9,266,154,80,80,76066953,9,9,4,5,3,5,3,154,446,80,0.037857567269331975,4,7,3.4918088447500213,0.0,6,True,5
284,9,58,420,164,164,76067984,9,9,4,5,3,5,3,420,1428,164,0.016229116945107397,5,8,4.13017388339584,0.0,7,True,6
285,9,245,488,292,292,76068000,9,9,4,5,3,5,3,488,1660,292,0.013969771434342075,4,7,4.123834449792978,0.0,7,True,6
286,9,8,1428,542,542,76075208,9,9,4,5,3,5,3,1428,5568,542,0.005464834847744284,5,8,4.778034269068525,0.0,9,True,7
287,9,64,498,0,0,78270656,9,9,4,5,3,5,2,498,2055,0,0.016605658044653464,1,9,3.7233440805475424,0.0,9,True,7
288,9,438,5,3,3,8142,10,10,2,2,2,2,5,5,5,3,0.5,1,3,1.7,0.0,3,True,3
289,9,395,36,25,25,40412,10,10,3,3,3,3,5,36,78,25,0.12380952380952381,3,5,2.541269841269841,0.0,4,True,4
290,9,339,132,92,92,105174,10,10,3,3,3,3,4,132,330,92,0.03816793893129771,5,5,3.455933379597502,0.0,5,True,5
291,9,313,66,54,54,113076,10,10,3,3,3,3,4,66,159,54,0.07412587412587412,4,5,2.8797202797202797,0.0,5,True,5
292,9,196,75,48,48,113336,10,10,3,3,2,3,4,75,198,48,0.07135135135135136,2,6,2.9931531531531532,0.0,6,True,5
293,9,315,66,46,46,235205,10,10,3,3,3,3,4,66,159,46,0.07412587412587412,4,5,2.8797202797202797,0.0,5,True,4
294,9,411,14,12,12,235212,10,10,3,3,2,3,4,14,20,12,0.21978021978021978,2,4,2.340659340659341,0.0,5,True,3
295,9,152,114,62,62,235220,10,10,3,3,2,3,4,114,300,62,0.04657661853749418,4,6,3.2925011644154636,0.0,6,True,5
296,9,6,204,142,142,242348,10,10,3,3,2,3,4,204,576,142,0.02781802376122863,4,6,3.695547184390998,0.0,7,True,5
297,9,360,24,20,20,243424,10,10,3,3,2,3,4,24,48,20,0.17391304347826086,3,5,2.427536231884058,0.0,4,True,4
298,9,430,28,23,23,2233287,10,10,4,4,3,4,4,28,50,23,0.13227513227513227,3,4,2.6296296296296298,0.0,5,True,4
299,9,71,87,25,25,2233336,10,10,4,4,3,4,5,87,242,25,0.06468858593958834,3,7,2.9933172948409514,0.0,5,True,5
300,9,316,94,68,68,2241450,10,10,4,4,3,4,4,94,258,68,0.059025394646533974,4,6,3.059025394646534,0.0,5,True,5
301,9,343,87,45,45,2241464,10,10,4,4,3,4,4,87,242,45,0.06468858593958834,3,7,2.9933172948409514,0.0,5,True,5
302,9,81,57,22,22,2264294,10,10,3,4,3,4,5,57,142,22,0.08897243107769423,3,6,2.793859649122807,0.0,5,True,4
303,9,320,26,22,22,2266051,10,10,4,4,3,4,4,26,48,22,0.1476923076923077,3,4,2.5015384615384617,0.0,4,True,4
304,9,401,72,47,47,2266057,10,10,4,4,3,4,4,72,168,47,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,5
305,9,378,114,64,64,2266072,10,10,4,4,3,4,4,114,300,64,0.04657661853749418,4,6,3.2925011644154636,0.0,6,True,5
306,9,336,132,90,90,2266311,10,10,4,4,3,4,4,132,330,90,0.03816793893129771,5,5,3.455933379597502,0.0,5,True,5
307,9,277,372,208,208,2266329,10,10,4,4,3,4,4,372,1116,208,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,5
308,9,261,72,49,49,2266572,10,10,4,4,3,4,4,72,168,49,0.06572769953051644,3,5,3.0610328638497655,0.0,5,True,5
309,9,292,114,64,64,2268358,10,10,4,4,3,4,4,114,300,64,0.04657661853749418,4,6,3.2925011644154636,0.0,6,True,5
310,9,215,372,208,208,2268361,10,10,4,4,3,4,4,372,1116,208,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,6
311,9,198,112,70,70,2268376,10,10,4,4,3,4,4,112,288,70,0.04633204633204633,4,6,3.343951093951094,0.0,6,True,5
312,9,35,264,88,88,2268386,10,10,4,4,3,4,4,264,886,88,0.025521373430118677,6,7,3.526529554096094,0.0,6,True,6
313,9,133,542,176,176,2268392,10,10,4,4,3,4,4,542,1849,176,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
314,9,212,132,106,106,2273702,10,10,4,4,3,4,4,132,330,106,0.03816793893129771,5,5,3.455933379597502,0.0,5,True,5
315,9,334,264,144,144,2273720,10,10,4,4,3,4,4,264,886,144,0.025521373430118677,6,7,3.526529554096094,0.0,6,True,5
316,9,105,372,264,264,2274216,10,10,4,4,3,4,4,372,1116,264,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,6
317,9,400,46,38,38,2274272,10,10,4,4,3,4,4,46,97,38,0.09371980676328502,3,5,2.9256038647342995,0.0,5,True,4
318,9,322,198,130,130,2274474,10,10,4,4,2,4,3,198,570,130,0.029226272881095215,4,6,3.6200071783828127,0.0,6,True,5
319,9,314,176,132,132,2274476,10,10,4,4,3,4,4,176,516,132,0.033506493506493505,5,6,3.451168831168831,0.0,6,True,5
320,9,134,1052,592,592,2274488,10,10,4,4,3,4,4,1052,3682,592,0.006660323501427212,7,7,4.722473255599411,0.0,7,True,6
321,9,348,91,57,57,2276576,10,10,4,4,3,4,4,91,252,57,0.06153846153846154,4,7,3.126007326007326,0.0,6,True,5
322,9,76,198,140,140,2339496,10,10,4,4,3,4,3,198,570,140,0.029226272881095215,4,6,3.6200071783828127,0.0,6,True,5
323,9,40,72,62,62,2501269,10,10,4,4,3,4,4,72,168,62,0.06572769953051644,4,5,3.132237871674491,0.0,5,True,5
324,9,169,132,104,104,2501270,10,10,4,4,3,4,4,132,330,104,0.03816793893129771,5,5,3.455933379597502,0.0,5,True,5
325,9,155,186,130,130,2501274,10,10,4,4,3,4,4,186,546,130,0.03173496076721883,5,6,3.467770996803255,0.0,6,True,5
326,9,273,198,142,142,2501285,10,10,4,4,3,4,4,198,570,142,0.029226272881095215,4,6,3.6200071783828127,0.0,6,True,5
327,9,179,352,252,252,2501318,10,10,4,4,3,4,4,352,1056,252,0.017094017094017096,6,6,4.064685314685315,0.0,7,True,5
328,9,284,528,276,276,2501322,10,10,4,4,3,4,4,528,1812,276,0.013023977919613593,6,7,4.096148870105226,0.0,7,True,6
329,9,160,754,212,212,2501352,10,10,4,4,3,4,4,754,2904,212,0.010229638475276612,5,8,4.178479715091887,0.0,7,True,6
330,9,359,38,30,30,2534036,10,10,4,4,2,4,3,38,74,30,0.10526315789473684,3,5,2.8890469416785205,0.0,5,True,4
331,9,49,220,160,160,2534040,10,10,4,4,3,4,3,220,616,160,0.025570776255707764,5,6,3.8069738480697386,0.0,7,True,6
332,9,128,204,134,134,2534052,10,10,4,4,2,4,3,204,576,134,0.02781802376122863,4,6,3.695547184390998,0.0,7,True,5
333,9,123,1052,568,568,2534056,10,10,4,4,3,4,3,1052,3682,568,0.006660323501427212,7,7,4.722473255599411,0.0,7,True,6
334,9,200,300,170,170,2534112,10,10,4,4,2,4,3,300,942,170,0.02100334448160535,5,7,3.8855295429208474,0.0,7,True,5
335,9,282,296,158,158,2534568,10,10,4,4,3,4,3,296,956,158,0.021896472743930372,4,7,3.7600320659642694,0.0,7,True,6
336,9,172,754,240,240,2534624,10,10,4,4,3,4,3,754,2904,240,0.010229638475276612,5,8,4.178479715091887,0.0,7,True,6
337,9,318,174,63,63,6625481,10,10,4,4,3,4,4,174,513,63,0.03408411401235798,3,7,3.478705733838283,0.0,6,True,6
338,9,257,542,194,194,6625482,10,10,4,4,3,4,4,542,1849,194,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
339,9,302,156,59,59,6625760,10,10,4,4,3,4,3,156,469,59,0.03879239040529363,4,7,3.410090984284533,0.0,6,True,5
340,9,384,76,62,62,6628491,10,10,4,4,3,4,4,76,174,62,0.061052631578947365,4,5,3.2126315789473683,0.0,6,True,4
341,9,86,220,160,160,6628499,10,10,4,4,3,4,3,220,616,160,0.025570776255707764,5,6,3.8069738480697386,0.0,7,True,5
342,9,56,324,174,174,6628529,10,10,4,4,3,4,4,324,1014,174,0.01937851163857356,5,7,3.899782135076253,0.0,7,True,6
343,9,255,220,64,64,6628592,10,10,4,4,2,4,4,220,682,64,0.028310502283105023,4,8,3.6968451639684514,0.0,7,True,5
344,9,373,28,22,22,6628748,10,10,4,4,3,4,4,28,52,22,0.13756613756613756,2,5,2.6984126984126986,0.0,6,True,3
345,9,4,372,256,256,6628753,10,10,4,4,3,4,4,372,1116,256,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,5
346,9,297,352,256,256,6628769,10,10,4,4,3,4,3,352,1056,256,0.017094017094017096,6,6,4.064685314685315,0.0,7,True,5
347,9,197,372,256,256,6628772,10,10,4,4,3,4,3,372,1116,256,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,6
348,9,9,1052,580,580,6628784,10,10,4,4,3,4,3,1052,3682,580,0.006660323501427212,7,7,4.722473255599411,0.0,7,True,6
349,9,122,312,178,178,6628832,10,10,4,4,3,4,3,312,972,178,0.020034627751669552,5,7,3.9410091516200842,0.0,7,True,6
350,9,247,188,136,136,6629529,10,10,4,4,3,4,3,188,540,136,0.030720218454886792,4,6,3.618500398225054,0.0,6,True,5
351,9,207,1052,560,560,6629541,10,10,4,4,3,4,3,1052,3682,560,0.006660323501427212,7,7,4.722473255599411,0.0,7,True,6
352,9,157,1052,580,580,6629553,10,10,4,4,3,4,4,1052,3682,580,0.006660323501427212,7,7,4.722473255599411,0.0,7,True,6
353,9,138,1008,580,580,6629556,10,10,4,4,3,4,3,1008,3528,580,0.006951340615690168,7,7,4.715192068220866,0.0,7,True,6
354,9,54,1550,464,464,6629604,10,10,4,4,3,4,4,1550,6056,464,0.005044669818196964,5,8,4.791229305066745,0.0,9,True,7
355,9,80,544,298,298,6629796,10,10,4,4,3,4,3,544,1856,298,0.01256635250785397,4,7,4.127762430939226,0.0,7,True,6
356,9,63,1056,604,604,6629808,10,10,4,4,3,4,3,1056,3696,604,0.006635071090047393,7,7,4.717212408444636,0.0,7,True,6
357,9,55,1534,488,488,6629856,10,10,4,4,3,4,3,1534,6040,488,0.005136879991767385,5,8,4.7633488715448316,0.0,8,True,7
358,9,146,194,138,138,6630040,10,10,4,4,3,4,3,194,546,138,0.029165108701458255,4,6,3.6815875220340795,0.0,7,True,5
359,9,177,1052,580,580,6630064,10,10,4,4,3,4,3,1052,3682,580,0.006660323501427212,7,7,4.722473255599411,0.0,7,True,6
360,9,341,186,114,114,6633648,10,10,4,4,2,4,3,186,549,114,0.03190932868352223,4,7,3.608079046788724,0.0,6,True,5
361,9,220,1476,492,492,6633666,10,10,4,4,3,4,3,1476,5872,492,0.005394331909420789,7,8,4.652119792384364,0.0,8,True,7
362,9,119,924,300,300,6633672,10,10,4,4,2,4,3,924,3360,300,0.00787944449916281,6,8,4.539186165946729,0.0,7,True,6
363,9,100,1498,492,492,6633680,10,10,4,4,2,4,3,1498,5896,492,0.005258402876068113,5,8,4.76349316345196,0.0,8,True,6
364,9,180,763,0,0,7099600,10,10,4,4,2,4,3,763,3181,0,0.010942439534507728,2,9,4.0378496265948405,0.0,9,True,7
365,9,309,222,88,88,76039144,10,10,4,5,3,5,4,222,745,88,0.030369736252089195,4,8,3.5130651013003953,0.0,6,True,5
366,9,281,156,79,79,76066958,10,10,4,5,3,5,4,156,469,79,0.03879239040529363,4,7,3.410090984284533,0.0,6,True,6
367,9,256,300,184,184,76067974,10,10,4,5,3,5,3,300,942,184,0.02100334448160535,5,7,3.8855295429208474,0.0,7,True,6
368,9,350,98,58,58,76067977,10,10,4,5,3,5,4,98,262,58,0.05512308015989901,3,7,3.2674100568062276,0.0,6,True,5
369,9,190,272,146,146,76067978,10,10,4,5,3,5,3,272,902,146,0.02447362708921207,4,7,3.5773279791621446,0.0,6,True,5
370,9,120,754,242,242,76067986,10,10,4,5,3,5,3,754,2904,242,0.010229638475276612,5,8,4.178479715091887,0.0,7,True,6
371,9,51,984,592,592,76068001,10,10,4,5,3,5,3,984,3444,592,0.007121057985757884,7,7,4.700915564598169,0.0,7,True,6
372,9,0,542,292,292,76068008,10,10,4,5,3,5,3,542,1849,292,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,6
373,9,23,3004,968,968,76068016,10,10,4,5,3,5,3,3004,12016,968,0.002664002664002664,8,8,5.37077879954045,0.0,9,True,7
374,9,272,308,182,182,76068064,10,10,4,5,3,5,3,308,946,182,0.020009306654257795,5,7,3.9906087397944074,0.0,7,True,5
375,9,390,105,7,7,76072176,10,10,4,5,3,5,4,105,327,7,0.05989010989010989,2,9,3.1406593406593406,0.0,7,True,5
376,9,186,704,264,264,76072400,10,10,4,5,3,5,3,704,2728,264,0.011024182076813657,7,8,4.124822190611664,0.0,7,True,6
377,9,97,1436,542,542,76076232,10,10,4,5,3,5,3,1436,5648,542,0.005481738860365125,5,8,4.754773713276329,0.0,8,True,6
378,9,106,2104,0,0,76076240,10,10,4,5,3,5,3,2104,9226,0,0.004170214920202716,5,9,4.733146021707175,0.0,8,True,7
379,9,231,474,174,174,76134592,10,10,4,5,3,5,3,474,1626,174,0.014504776942221747,4,8,4.132978296357749,0.0,7,True,6
380,9,83,1508,542,542,76139200,10,10,4,5,3,5,3,1508,5936,542,0.005224073686192991,5,8,4.749036767410792,0.0,8,True,7
381,9,84,1328,0,0,76142784,10,10,4,5,3,5,3,1328,5374,0,0.0060990003722501155,4,9,4.598421568716463,0.0,8,True,7
382,9,303,426,164,164,77997760,10,10,4,5,3,5,3,426,1492,164,0.01648163490748412,5,8,4.059817729908865,0.0,7,True,7
383,9,53,1498,542,542,78235808,10,10,4,5,3,5,3,1498,5896,542,0.005258402876068113,5,8,4.76349316345196,0.0,8,True,6
384,9,230,1472,542,542,78262720,10,10,4,5,3,5,3,1472,5744,542,0.005305470989861969,5,8,4.7925786214642505,0.0,9,True,7
385,9,10,4246,0,0,78270660,10,10,4,5,3,5,3,4246,18931,0,0.0021006121191038526,5,9,5.316255803979856,0.0,9,True,7
386,9,398,28,23,23,235213,11,11,3,3,3,3,4,28,50,23,0.13227513227513227,3,4,2.6296296296296298,0.0,5,True,3
387,9,386,37,11,11,235252,11,11,3,3,2,3,5,37,91,11,0.13663663663663664,2,7,2.512012012012012,0.0,5,True,4
388,9,295,89,45,45,243380,11,11,3,3,2,3,4,89,255,45,0.06511746680286006,3,7,2.981358529111338,0.0,5,True,5
389,9,419,21,17,17,243426,11,11,3,3,3,3,4,21,39,17,0.18571428571428572,2,5,2.3190476190476192,0.0,4,True,4
390,9,415,14,11,11,2266055,11,11,4,4,3,4,4,14,20,11,0.21978021978021978,2,4,2.340659340659341,0.0,5,True,3
391,9,286,46,14,14,2266104,11,11,4,4,3,4,5,46,107,14,0.10338164251207729,2,7,2.8067632850241546,0.0,5,True,5
392,9,319,186,110,110,2268378,11,11,4,4,3,4,4,186,546,110,0.03173496076721883,5,6,3.467770996803255,0.0,6,True,6
393,9,331,170,58,58,2268390,11,11,4,4,3,4,5,170,513,58,0.03571179951270449,4,7,3.4096762965541245,0.0,6,True,5
394,9,345,170,94,94,2274232,11,11,4,4,3,4,4,170,513,94,0.03571179951270449,4,7,3.4096762965541245,0.0,6,True,5
395,9,327,142,80,80,2276578,11,11,4,4,3,4,4,142,443,80,0.04425132354410149,4,7,3.2015782639096995,0.0,6,True,6
396,9,370,57,35,35,2333400,11,11,4,4,3,4,4,57,142,35,0.08897243107769423,3,6,2.793859649122807,0.0,5,True,4
397,9,293,76,62,62,2534037,11,11,4,4,3,4,4,76,174,62,0.061052631578947365,4,5,3.2126315789473683,0.0,6,True,5
398,9,270,198,136,136,2534041,11,11,4,4,3,4,4,198,570,136,0.029226272881095215,4,6,3.6200071783828127,0.0,6,True,5
399,9,15,204,140,140,2534053,11,11,4,4,3,4,4,204,576,140,0.02781802376122863,4,6,3.695547184390998,0.0,7,True,6
400,9,159,320,170,170,2534116,11,11,4,4,2,4,4,320,1012,170,0.019827586206896553,5,7,3.8824843260188087,0.0,7,True,5
401,9,267,484,128,128,2534120,11,11,4,4,3,4,4,484,1702,128,0.014561196379378197,4,8,4.0413052033605394,0.0,7,True,6
402,9,290,102,74,74,2534556,11,11,4,4,3,4,4,102,276,74,0.05358182877111241,4,6,3.1195884294311784,0.0,6,True,5
403,9,74,306,158,158,2534569,11,11,4,4,3,4,4,306,991,158,0.021236472731168972,4,7,3.765520197149898,0.0,7,True,6
404,9,104,542,300,300,2534572,11,11,4,4,3,4,4,542,1849,300,0.012611604859116983,4,7,4.147171767466288,0.0,7,True,5
405,9,124,782,240,240,2534628,11,11,4,4,3,4,4,782,3016,240,0.009876510867109188,5,8,4.180629463832519,0.0,8,True,6
406,9,221,94,38,38,3037396,11,11,4,4,2,4,4,94,285,38,0.06520247083047358,3,8,3.019217570350034,0.0,6,True,5
407,9,333,74,27,27,6625479,11,11,4,4,2,4,4,74,197,27,0.07293594964827842,3,7,3.001851166234728,0.0,6,True,4
408,9,202,340,114,114,6625764,11,11,4,4,3,4,4,340,1058,114,0.01835849384001388,5,7,3.941055006073226,0.0,7,True,6
409,9,364,38,32,32,6628495,11,11,4,4,3,4,4,38,74,32,0.10526315789473684,3,5,2.8890469416785205,0.0,5,True,4
410,9,393,36,28,28,6628749,11,11,4,4,3,4,4,36,79,28,0.1253968253968254,2,5,2.6095238095238096,0.0,5,True,3
411,9,352,220,164,164,6628755,11,11,4,4,3,4,4,220,616,164,0.025570776255707764,5,6,3.8069738480697386,0.0,7,True,5
412,9,69,372,268,268,6628773,11,11,4,4,3,4,4,372,1116,268,0.016172506738544475,6,6,4.082427614990001,0.0,7,True,5
413,9,208,340,178,178,6628836,11,11,4,4,3,4,4,340,1058,178,0.01835849384001388,5,7,3.941055006073226,0.0,7,True,5
414,9,274,476,140,140,6628848,11,11,4,4,3,4,4,476,1702,140,0.015055285272003538,5,8,3.945077399380805,0.0,7,True,6
415,9,151,198,142,142,6629531,11,11,4,4,3,4,4,198,570,142,0.029226272881095215,4,6,3.6200071783828127,0.0,6,True,5
